Time UTC,Hex,Callsign,Altitude,Speed,Latitude,Longitude,Registration,Model,Operator
2025-05-05 09:20:31,C82952,,22525,,-37.94422,145.84100,ZK-NHE,A20N,
2025-05-05 09:20:31,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:20:31,C82952,,22550,,-37.94431,145.84243,ZK-NHE,A20N,
2025-05-05 09:20:31,7C63A2,,,,,,VH-TYS,PA44,
2025-05-05 09:20:31,7C63A2,,,,,,VH-TYS,PA44,
2025-05-05 09:20:31,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:20:31,7C63A2,,5800,,-38.10445,145.82703,VH-TYS,PA44,
2025-05-05 09:20:31,7C63A2,,,120,,,VH-TYS,PA44,
2025-05-05 09:20:31,7C63A2,,,,,,VH-TYS,PA44,
2025-05-05 09:20:31,C82952,,,487,,,ZK-NHE,A20N,
2025-05-05 09:20:31,7C63A2,,5800,,-38.10439,145.82668,VH-TYS,PA44,
2025-05-05 09:20:31,C82952,,22575,,-37.94485,145.84935,ZK-NHE,A20N,
2025-05-05 09:20:31,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:20:31,C82952,,,487,,,ZK-NHE,A20N,
2025-05-05 09:20:31,C82952,,22575,,,,ZK-NHE,A20N,
2025-05-05 09:20:31,7C63A2,,,120,,,VH-TYS,PA44,
2025-05-05 09:20:31,7C63A2,,5800,,,,VH-TYS,PA44,
2025-05-05 09:20:31,7C63A2,,,,,,VH-TYS,PA44,
2025-05-05 09:20:31,7C63A2,,5800,,,,VH-TYS,PA44,
2025-05-05 09:20:31,C82952,,22575,,,,ZK-NHE,A20N,
2025-05-05 09:20:31,C82952,,22575,,,,ZK-NHE,A20N,
2025-05-05 09:20:31,C82952,,,488,,,ZK-NHE,A20N,
2025-05-05 09:20:31,C82952,,22575,,,,ZK-NHE,A20N,
2025-05-05 09:20:31,C82952,,22575,,-37.94501,145.85091,ZK-NHE,A20N,
2025-05-05 09:20:31,7C63A2,,,,,,VH-TYS,PA44,
2025-05-05 09:20:31,C82952,,,487,,,ZK-NHE,A20N,
2025-05-05 09:20:31,7C63A2,,5800,,-38.10426,145.82607,VH-TYS,PA44,
2025-05-05 09:20:31,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:20:31,7C63A2,,5800,,-38.10422,145.82577,VH-TYS,PA44,
2025-05-05 09:20:31,7C63A2,,,120,,,VH-TYS,PA44,
2025-05-05 09:20:31,C82952,,22600,,-37.94519,145.85348,ZK-NHE,A20N,
2025-05-05 09:20:31,7C63A2,,5800,,-38.10417,145.82553,VH-TYS,PA44,
2025-05-05 09:20:31,C82952,,,489,,,ZK-NHE,A20N,
2025-05-05 09:20:31,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:20:31,7C63A2,,5800,,-38.10411,145.82516,VH-TYS,PA44,
2025-05-05 09:20:31,7C63A2,,,119,,,VH-TYS,PA44,
2025-05-05 09:20:31,7C63A2,,5800,,,,VH-TYS,PA44,
2025-05-05 09:21:01,C82952,,,489,,,ZK-NHE,A20N,
2025-05-05 09:21:01,7C63A2,,,119,,,VH-TYS,PA44,
2025-05-05 09:21:01,C82952,,22600,,-37.94559,145.85788,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,22600,,-37.94568,145.85905,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,,490,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,22600,,-37.94575,145.86034,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,,490,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,22625,,-37.94589,145.86178,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,ANZ126,,,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,,490,,,ZK-NHE,A20N,
2025-05-05 09:21:01,7C63A2,,,119,,,VH-TYS,PA44,
2025-05-05 09:21:01,7C63A2,,,,,,VH-TYS,PA44,
2025-05-05 09:21:01,C82952,,22625,,-37.94600,145.86332,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,,491,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,22625,,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,22625,,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,22625,,-37.94613,145.86488,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,,490,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,22625,,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,,491,,,ZK-NHE,A20N,
2025-05-05 09:21:01,7C63A2,,,,,,VH-TYS,PA44,
2025-05-05 09:21:01,C82952,,22625,,-37.94623,145.86618,ZK-NHE,A20N,
2025-05-05 09:21:01,7C63A2,,5800,,-38.10370,145.82249,VH-TYS,PA44,
2025-05-05 09:21:01,C82952,,,491,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,22625,,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,22625,,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,22625,,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,,490,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,22625,,-37.94636,145.86745,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,,491,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,22625,,-37.94645,145.86888,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:21:01,7C63A2,,5800,,-38.10357,145.82183,VH-TYS,PA44,
2025-05-05 09:21:01,7C63A2,,,120,,,VH-TYS,PA44,
2025-05-05 09:21:01,C82952,,,492,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,22625,,-37.94659,145.87045,ZK-NHE,A20N,
2025-05-05 09:21:01,7C63A2,,5800,,-38.10352,145.82153,VH-TYS,PA44,
2025-05-05 09:21:01,7C63A2,,,119,,,VH-TYS,PA44,
2025-05-05 09:21:01,C82952,,,492,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,,489,,,ZK-NHE,A20N,
2025-05-05 09:21:01,7C63A2,,,119,,,VH-TYS,PA44,
2025-05-05 09:21:01,C82952,,22600,,-37.94559,145.85788,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,22600,,-37.94568,145.85905,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,,490,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,22600,,-37.94575,145.86034,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,,490,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,22625,,-37.94589,145.86178,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,ANZ126,,,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,,490,,,ZK-NHE,A20N,
2025-05-05 09:21:01,7C63A2,,,119,,,VH-TYS,PA44,
2025-05-05 09:21:01,7C63A2,,,,,,VH-TYS,PA44,
2025-05-05 09:21:01,C82952,,22625,,-37.94600,145.86332,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,,491,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,22625,,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,22625,,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,22625,,-37.94613,145.86488,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,,490,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,22625,,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,,491,,,ZK-NHE,A20N,
2025-05-05 09:21:01,7C63A2,,,,,,VH-TYS,PA44,
2025-05-05 09:21:01,C82952,,22625,,-37.94623,145.86618,ZK-NHE,A20N,
2025-05-05 09:21:01,7C63A2,,5800,,-38.10370,145.82249,VH-TYS,PA44,
2025-05-05 09:21:01,C82952,,,491,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,22625,,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,22625,,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,22625,,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,,490,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,22625,,-37.94636,145.86745,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,,491,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,22625,,-37.94645,145.86888,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:21:01,7C63A2,,5800,,-38.10357,145.82183,VH-TYS,PA44,
2025-05-05 09:21:01,7C63A2,,,120,,,VH-TYS,PA44,
2025-05-05 09:21:01,C82952,,,492,,,ZK-NHE,A20N,
2025-05-05 09:21:01,C82952,,22625,,-37.94659,145.87045,ZK-NHE,A20N,
2025-05-05 09:21:01,7C63A2,,5800,,-38.10352,145.82153,VH-TYS,PA44,
2025-05-05 09:21:01,7C63A2,,,119,,,VH-TYS,PA44,
2025-05-05 09:21:01,C82952,,,492,,,ZK-NHE,A20N,
2025-05-05 09:21:31,7C63A2,,5800,,-38.10347,145.82118,VH-TYS,PA44,
2025-05-05 09:21:31,7C63A2,,,,,,VH-TYS,PA44,
2025-05-05 09:21:31,C82952,,22650,,-37.94669,145.87191,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,492,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22650,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22650,,-37.94682,145.87348,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,492,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22650,,-37.94696,145.87491,ZK-NHE,A20N,
2025-05-05 09:21:31,7C63A2,,5800,,-38.10329,145.82025,VH-TYS,PA44,
2025-05-05 09:21:31,7C63A2,,,119,,,VH-TYS,PA44,
2025-05-05 09:21:31,C82952,,22650,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,493,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22650,,-37.94710,145.87646,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22650,,-37.94720,145.87778,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,493,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22650,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,494,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22650,,-37.94728,145.87909,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22650,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,494,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22650,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,493,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22675,,-37.94742,145.88079,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22675,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22675,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,494,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22675,,-37.94757,145.88238,ZK-NHE,A20N,
2025-05-05 09:21:31,7C63A2,,,,,,VH-TYS,PA44,
2025-05-05 09:21:31,C82952,,22675,,-37.94774,145.88482,ZK-NHE,A20N,
2025-05-05 09:21:31,7C63A2,,5800,,-38.10292,145.81809,VH-TYS,PA44,
2025-05-05 09:21:31,7C63A2,,,118,,,VH-TYS,PA44,
2025-05-05 09:21:31,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,495,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22675,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22675,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22700,,-37.94799,145.88787,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,495,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,ANZ126,,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,7C63A2,,5800,,-38.10347,145.82118,VH-TYS,PA44,
2025-05-05 09:21:31,7C63A2,,,,,,VH-TYS,PA44,
2025-05-05 09:21:31,C82952,,22650,,-37.94669,145.87191,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,492,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22650,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22650,,-37.94682,145.87348,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,492,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22650,,-37.94696,145.87491,ZK-NHE,A20N,
2025-05-05 09:21:31,7C63A2,,5800,,-38.10329,145.82025,VH-TYS,PA44,
2025-05-05 09:21:31,7C63A2,,,119,,,VH-TYS,PA44,
2025-05-05 09:21:31,C82952,,22650,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,493,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22650,,-37.94710,145.87646,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22650,,-37.94720,145.87778,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,493,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22650,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,494,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22650,,-37.94728,145.87909,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22650,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,494,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22650,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,493,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22675,,-37.94742,145.88079,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22675,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22675,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,494,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22675,,-37.94757,145.88238,ZK-NHE,A20N,
2025-05-05 09:21:31,7C63A2,,,,,,VH-TYS,PA44,
2025-05-05 09:21:31,C82952,,22675,,-37.94774,145.88482,ZK-NHE,A20N,
2025-05-05 09:21:31,7C63A2,,5800,,-38.10292,145.81809,VH-TYS,PA44,
2025-05-05 09:21:31,7C63A2,,,118,,,VH-TYS,PA44,
2025-05-05 09:21:31,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,495,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22675,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22675,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,22700,,-37.94799,145.88787,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,,,495,,,ZK-NHE,A20N,
2025-05-05 09:21:31,C82952,ANZ126,,,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,495,,,ZK-NHE,A20N,
2025-05-05 09:22:01,7C63A2,,5800,,,,VH-TYS,PA44,
2025-05-05 09:22:01,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:22:01,7C63A2,,,,,,VH-TYS,PA44,
2025-05-05 09:22:01,C82952,,22725,,-37.94869,145.89623,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,496,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,22725,,-37.94893,145.89926,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,496,,,ZK-NHE,A20N,
2025-05-05 09:22:01,7C63A2,,,,,,VH-TYS,PA44,
2025-05-05 09:22:01,7C63A2,,5800,,,,VH-TYS,PA44,
2025-05-05 09:22:01,7C63A2,,,,,,VH-TYS,PA44,
2025-05-05 09:22:01,C82952,,22750,,-37.94920,145.90226,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,497,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,22775,,-37.94938,145.90489,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,497,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,22775,,-37.94952,145.90644,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,497,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,22800,,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,496,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,22800,,-37.94966,145.90805,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,22800,,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,497,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,22800,,-37.94980,145.90966,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,497,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,22825,,-37.94990,145.91092,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,497,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,22850,,-37.95018,145.91414,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,498,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,22850,,-37.95030,145.91574,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,498,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,22875,,-37.95041,145.91731,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,498,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,ANZ126,,,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,22900,,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,498,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,22900,,-37.95069,145.92047,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,495,,,ZK-NHE,A20N,
2025-05-05 09:22:01,7C63A2,,5800,,,,VH-TYS,PA44,
2025-05-05 09:22:01,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:22:01,7C63A2,,,,,,VH-TYS,PA44,
2025-05-05 09:22:01,C82952,,22725,,-37.94869,145.89623,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,496,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,22725,,-37.94893,145.89926,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,496,,,ZK-NHE,A20N,
2025-05-05 09:22:01,7C63A2,,,,,,VH-TYS,PA44,
2025-05-05 09:22:01,7C63A2,,5800,,,,VH-TYS,PA44,
2025-05-05 09:22:01,7C63A2,,,,,,VH-TYS,PA44,
2025-05-05 09:22:01,C82952,,22750,,-37.94920,145.90226,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,497,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,22775,,-37.94938,145.90489,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,497,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,22775,,-37.94952,145.90644,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,497,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,22800,,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,496,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,22800,,-37.94966,145.90805,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,22800,,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,497,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,22800,,-37.94980,145.90966,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,497,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,22825,,-37.94990,145.91092,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,497,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,22850,,-37.95018,145.91414,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,498,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,22850,,-37.95030,145.91574,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,498,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,22875,,-37.95041,145.91731,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,498,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,ANZ126,,,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,22900,,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,498,,,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,22900,,-37.95069,145.92047,ZK-NHE,A20N,
2025-05-05 09:22:01,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,,498,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,22900,,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,,498,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,22925,,-37.95090,145.92322,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,,498,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,22925,,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,22925,,-37.95099,145.92438,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,,498,,,ZK-NHE,A20N,
2025-05-05 09:22:31,7C63A2,,5800,,-38.10114,145.80870,VH-TYS,PA44,
2025-05-05 09:22:31,C82952,,,498,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,22925,,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,22925,,-37.95113,145.92584,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,,498,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,,498,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,,498,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,22975,,-37.95154,145.93134,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,23000,,-37.95167,145.93295,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,,498,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,23025,,-37.95181,145.93449,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,,498,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,23050,,-37.95213,145.93868,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,,498,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,23075,,-37.95227,145.93999,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,,497,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,23100,,-37.95250,145.94291,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,,497,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,23125,,-37.95259,145.94402,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,,497,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,23175,,-37.95277,145.94665,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,,497,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,23200,,-37.95292,145.94823,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,,496,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,ANZ126,,,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,23225,,-37.95311,145.95080,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,,496,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,23250,,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,,,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,,498,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,22900,,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,,498,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,22925,,-37.95090,145.92322,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,,498,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,22925,,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,22925,,-37.95099,145.92438,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,,498,,,ZK-NHE,A20N,
2025-05-05 09:22:31,7C63A2,,5800,,-38.10114,145.80870,VH-TYS,PA44,
2025-05-05 09:22:31,C82952,,,498,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,22925,,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,22925,,-37.95113,145.92584,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,,498,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,,498,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,,498,,,ZK-NHE,A20N,
2025-05-05 09:22:31,C82952,,22975,,-37.95154,145.93134,ZK-NHE,A20N,
